Departamento,Municipio,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),(00 a 04),(05 a 09),(10 a 13),(14 a 17),(18 a 19),(20 a 24),(25 a 28),(29 a 34),(35 a 39),(40 a 44),(45 a 49),(50 a 54),(55 a 59),(60 a 64),(65 a 69),(70 a 74),(75 a 79),(80 y más),TOTAL
Antioquia , Bello,5088,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 4 , 16 , 22 , 30 , 8 , 6 , 1 , 3 , 1 , 1 , -   , -   , 1 , -   , 93 
Antioquia , Bello,5088,HOMBRE,TOTAL, -   , -   , -   , 5 , 4 , 16 , 22 , 30 , 8 , 6 , 1 , 3 , 1 , 1 , -   , -   , 1 , -   , 98 
Antioquia , Bello,5088,Mujer,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Bello,5088,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , 2 , 1 , 4 , 4 , -   , -   , 1 , 1 , -   , -   , 1 , -   , -   , -   , 14 
Antioquia , Bello,5088,MUJER,TOTAL, -   , -   , -   , 1 , 2 , 1 , 4 , 4 , -   , -   , 1 , 1 , -   , -   , 1 , -   , -   , -   , 15 
Antioquia , Bello,5088,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Bello,5088,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Bello,5088,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Bello,5088,TOTAL,0, -   , -   , -   , 6 , 6 , 17 , 26 , 34 , 8 , 6 , 2 , 4 , 1 , 1 , 1 , -   , 1 , -   , 113 
Antioquia , Belmira,5086,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Belmira,5086,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Belmira,5086,HOMBRE,TOTAL, -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Belmira,5086,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Belmira,5086,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Belmira,5086,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Belmira,5086,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Belmira,5086,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Belmira,5086,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Belmira,5086,TOTAL,0, -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Betania,5091,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Betania,5091,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 4 , 9 , 5 , 5 , 4 , 2 , 3 , 2 , 1 , -   , 1 , -   , -   , -   , 36 
Antioquia , Betania,5091,HOMBRE,TOTAL, -   , -   , -   , 1 , 4 , 9 , 5 , 5 , 4 , 2 , 3 , 2 , 1 , -   , 1 , -   , -   , -   , 37 
Antioquia , Betania,5091,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Betania,5091,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 2 
Antioquia , Betania,5091,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 2 
Antioquia , Betania,5091,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Betania,5091,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Betania,5091,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Betania,5091,TOTAL,0, -   , -   , -   , 1 , 4 , 9 , 6 , 5 , 4 , 2 , 3 , 2 , 1 , 1 , 1 , -   , -   , -   , 39 
Antioquia , Betulia,5093,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Betulia,5093,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , 2 , 6 , 4 , 1 , 2 , -   , -   , -   , -   , -   , -   , -   , 15 
Antioquia , Betulia,5093,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , 2 , 6 , 4 , 1 , 2 , -   , -   , -   , -   , -   , -   , -   , 15 
Antioquia , Betulia,5093,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Betulia,5093,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Betulia,5093,MUJER,TOTAL, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Betulia,5093,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Betulia,5093,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Betulia,5093,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Betulia,5093,TOTAL,0, -   , -   , -   , -   , -   , 1 , 2 , 6 , 4 , 1 , 2 , -   , -   , -   , -   , -   , -   , -   , 16 
Antioquia , Briceño,5107,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Briceño,5107,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Antioquia , Briceño,5107,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Antioquia , Briceño,5107,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Briceño,5107,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Briceño,5107,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Briceño,5107,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Briceño,5107,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Briceño,5107,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Briceño,5107,TOTAL,0, -   , -   , -   , -   , -   , 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Antioquia , Buriticá,5113,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Buriticá,5113,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Antioquia , Buriticá,5113,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Antioquia , Buriticá,5113,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Buriticá,5113,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Buriticá,5113,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Buriticá,5113,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Buriticá,5113,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Buriticá,5113,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Buriticá,5113,TOTAL,0, -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Antioquia , Cáceres,5120,Hombre,Menores de Edad (<18 años), -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Antioquia , Cáceres,5120,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , 10 , 7 , 6 , 5 , 9 , 4 , 6 , 2 , 3 , -   , 2 , -   , -   , 55 
Antioquia , Cáceres,5120,HOMBRE,TOTAL, -   , -   , -   , 2 , 1 , 10 , 7 , 6 , 5 , 9 , 4 , 6 , 2 , 3 , -   , 2 , -   , -   , 57 
Antioquia , Cáceres,5120,Mujer,Menores de Edad (<18 años), -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Antioquia , Cáceres,5120,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Antioquia , Cáceres,5120,MUJER,TOTAL, -   , -   , -   , 2 , -   , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 5 
Antioquia , Cáceres,5120,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cáceres,5120,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cáceres,5120,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cáceres,5120,TOTAL,0, -   , -   , -   , 4 , 1 , 11 , 8 , 6 , 5 , 10 , 4 , 6 , 2 , 3 , -   , 2 , -   , -   , 62 
Antioquia , Caldas,5129,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caldas,5129,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 2 , 2 , 3 , 3 , 1 , 2 , 2 , -   , -   , -   , 1 , -   , -   , 16 
Antioquia , Caldas,5129,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 2 , 2 , 3 , 3 , 1 , 2 , 2 , -   , -   , -   , 1 , -   , -   , 16 
Antioquia , Caldas,5129,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caldas,5129,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caldas,5129,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caldas,5129,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caldas,5129,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caldas,5129,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caldas,5129,TOTAL,0, -   , -   , -   , -   , -   , 2 , 2 , 3 , 3 , 1 , 2 , 2 , -   , -   , -   , 1 , -   , -   , 16 
Antioquia , Campamento,5134,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Campamento,5134,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 3 
Antioquia , Campamento,5134,HOMBRE,TOTAL, -   , -   , -   , 1 , -   , -   , 1 , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 4 
Antioquia , Campamento,5134,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Campamento,5134,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Campamento,5134,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Campamento,5134,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Campamento,5134,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Campamento,5134,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Campamento,5134,TOTAL,0, -   , -   , -   , 1 , -   , -   , 1 , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 4 
Antioquia , Cañasgordas,5138,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cañasgordas,5138,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 2 , 1 , 3 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 7 
Antioquia , Cañasgordas,5138,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 2 , 1 , 3 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 7 
Antioquia , Cañasgordas,5138,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cañasgordas,5138,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Cañasgordas,5138,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Cañasgordas,5138,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cañasgordas,5138,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cañasgordas,5138,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Cañasgordas,5138,TOTAL,0, -   , -   , -   , -   , -   , 2 , 1 , 4 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8 
Antioquia , Carepa,5147,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Antioquia , Carepa,5147,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 2 , 2 , 1 , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , 8 
Antioquia , Carepa,5147,HOMBRE,TOTAL, -   , -   , -   , 1 , 2 , 2 , 1 , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , 9 
Antioquia , Carepa,5147,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Carepa,5147,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Carepa,5147,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Carepa,5147,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Carepa,5147,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Carepa,5147,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Carepa,5147,TOTAL,0, -   , -   , -   , 1 , 2 , 2 , 1 , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , 9 
Antioquia , Caucasia,5154,Hombre,Menores de Edad (<18 años), -   , -   , 1 , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5 
Antioquia , Caucasia,5154,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 3 , 16 , 8 , 15 , 7 , 5 , 5 , 3 , 3 , -   , 1 , -   , 1 , -   , 67 
Antioquia , Caucasia,5154,HOMBRE,TOTAL, -   , -   , 1 , 4 , 3 , 16 , 8 , 15 , 7 , 5 , 5 , 3 , 3 , -   , 1 , -   , 1 , -   , 72 
Antioquia , Caucasia,5154,Mujer,Menores de Edad (<18 años), -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Antioquia , Caucasia,5154,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 2 , 2 , 1 , 2 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 8 
Antioquia , Caucasia,5154,MUJER,TOTAL, -   , -   , -   , 3 , -   , 2 , 2 , 1 , 2 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 11 
Antioquia , Caucasia,5154,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caucasia,5154,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caucasia,5154,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Caucasia,5154,TOTAL,0, -   , -   , 1 , 7 , 3 , 18 , 10 , 16 , 9 , 6 , 5 , 3 , 3 , -   , 1 , -   , 1 , -   , 83 
Antioquia , Chigorodó,5172,Hombre,Menores de Edad (<18 años), 1 , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 
Antioquia , Chigorodó,5172,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 3 , 10 , 2 , 6 , 4 , -   , 1 , 1 , 1 , -   , -   , -   , -   , -   , 28 
Antioquia , Chigorodó,5172,HOMBRE,TOTAL, 1 , 1 , -   , 1 , 3 , 10 , 2 , 6 , 4 , -   , 1 , 1 , 1 , -   , -   , -   , -   , -   , 31 
Antioquia , Chigorodó,5172,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Antioquia , Chigorodó,5172,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 2 
Antioquia , Chigorodó,5172,MUJER,TOTAL, -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 2 
