Departamento,Municipio,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),00:00 a 02:59,03:00 a 05:59,06:00 a 08:59,09:00 a 11:59,12:00 a 14:59,15:00 a 17:59,18:00 a 20:59,21:00 a 23:59,Sin información,TOTAL
Antioquia , Campamento,5134.0,TOTAL,, - , - , - , - , 1 , 1 , 1 , 1 , - , 4 
Antioquia , Cañasgordas,5138.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cañasgordas,5138.0,Hombre,Mayores de Edad (>18 años), - , - , 1 , - , - , 1 , 2 , 2 , 1 , 7 
Antioquia , Cañasgordas,5138.0,HOMBRE,TOTAL, - , - , 1 , - , - , 1 , 2 , 2 , 1 , 7 
Antioquia , Cañasgordas,5138.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cañasgordas,5138.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , 1 , - , - , - , - , 1 
Antioquia , Cañasgordas,5138.0,MUJER,TOTAL, - , - , - , - , 1 , - , - , - , - , 1 
Antioquia , Cañasgordas,5138.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cañasgordas,5138.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cañasgordas,5138.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Cañasgordas,5138.0,TOTAL,, - , - , 1 , - , 1 , 1 , 2 , 2 , 1 , 8 
Antioquia , Carepa,5147.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Carepa,5147.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , 1 , 7 , 8 
Antioquia , Carepa,5147.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , 1 , 8 , 9 
Antioquia , Carepa,5147.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Carepa,5147.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Carepa,5147.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Carepa,5147.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Carepa,5147.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Carepa,5147.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Carepa,5147.0,TOTAL,, - , - , - , - , - , - , - , 1 , 8 , 9 
Antioquia , Caucasia,5154.0,Hombre,Menores de Edad (<18 años), - , - , - , - , 2 , - , 1 , 1 , 1 , 5 
Antioquia , Caucasia,5154.0,Hombre,Mayores de Edad (>18 años), 4 , - , 3 , 3 , 7 , 4 , 9 , 1 , 36 , 67 
Antioquia , Caucasia,5154.0,HOMBRE,TOTAL, 4 , - , 3 , 3 , 9 , 4 , 10 , 2 , 37 , 72 
Antioquia , Caucasia,5154.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , 1 , - , - , 2 , 3 
Antioquia , Caucasia,5154.0,Mujer,Mayores de Edad (>18 años), 1 , - , - , 1 , - , - , 2 , 3 , 1 , 8 
Antioquia , Caucasia,5154.0,MUJER,TOTAL, 1 , - , - , 1 , - , 1 , 2 , 3 , 3 , 11 
Antioquia , Caucasia,5154.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Caucasia,5154.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Caucasia,5154.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Caucasia,5154.0,TOTAL,, 5 , - , 3 , 4 , 9 , 5 , 12 , 5 , 40 , 83 
Antioquia , Chigorodó,5172.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , 1 , - , - , 2 , 3 
Antioquia , Chigorodó,5172.0,Hombre,Mayores de Edad (>18 años), - , - , 1 , 1 , 1 , 3 , 5 , 3 , 14 , 28 
Antioquia , Chigorodó,5172.0,HOMBRE,TOTAL, - , - , 1 , 1 , 1 , 4 , 5 , 3 , 16 , 31 
Antioquia , Chigorodó,5172.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Chigorodó,5172.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , 2 , - , - , 2 
Antioquia , Chigorodó,5172.0,MUJER,TOTAL, - , - , - , - , - , - , 2 , - , - , 2 
Antioquia , Chigorodó,5172.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Chigorodó,5172.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Chigorodó,5172.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Chigorodó,5172.0,TOTAL,, - , - , 1 , 1 , 1 , 4 , 7 , 3 , 16 , 33 
Antioquia , Cisneros,5190.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cisneros,5190.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Cisneros,5190.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Cisneros,5190.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cisneros,5190.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cisneros,5190.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Cisneros,5190.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cisneros,5190.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cisneros,5190.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Cisneros,5190.0,TOTAL,, - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Ciudad Bolívar,5101.0,Hombre,Menores de Edad (<18 años), - , - , - , - , 1 , - , - , - , 3 , 4 
Antioquia , Ciudad Bolívar,5101.0,Hombre,Mayores de Edad (>18 años), - , 1 , 2 , 3 , 1 , 2 , 8 , 2 , 16 , 35 
Antioquia , Ciudad Bolívar,5101.0,HOMBRE,TOTAL, - , 1 , 2 , 3 , 2 , 2 , 8 , 2 , 19 , 39 
Antioquia , Ciudad Bolívar,5101.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Ciudad Bolívar,5101.0,Mujer,Mayores de Edad (>18 años), - , - , - , 1 , - , - , 1 , - , 3 , 5 
Antioquia , Ciudad Bolívar,5101.0,MUJER,TOTAL, - , - , - , 1 , - , - , 1 , - , 4 , 6 
Antioquia , Ciudad Bolívar,5101.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Ciudad Bolívar,5101.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Ciudad Bolívar,5101.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Ciudad Bolívar,5101.0,TOTAL,, - , 1 , 2 , 4 , 2 , 2 , 9 , 2 , 23 , 45 
Antioquia , Cocorná,5197.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cocorná,5197.0,Hombre,Mayores de Edad (>18 años), - , - , - , 1 , 1 , - , - , 1 , - , 3 
Antioquia , Cocorná,5197.0,HOMBRE,TOTAL, - , - , - , 1 , 1 , - , - , 1 , - , 3 
Antioquia , Cocorná,5197.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cocorná,5197.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cocorná,5197.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Cocorná,5197.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cocorná,5197.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Cocorná,5197.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Cocorná,5197.0,TOTAL,, - , - , - , 1 , 1 , - , - , 1 , - , 3 
Antioquia , Concepción,5206.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Concepción,5206.0,Hombre,Mayores de Edad (>18 años), 1 , - , - , 1 , - , - , - , - , - , 2 
Antioquia , Concepción,5206.0,HOMBRE,TOTAL, 1 , - , - , 1 , - , - , - , - , - , 2 
Antioquia , Concepción,5206.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Concepción,5206.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Concepción,5206.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Concepción,5206.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Concepción,5206.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Concepción,5206.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Concepción,5206.0,TOTAL,, 1 , - , - , 1 , - , - , - , - , - , 2 
Antioquia , Concordia,5209.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Concordia,5209.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , 3 , - , - , 1 , 5 , 9 
Antioquia , Concordia,5209.0,HOMBRE,TOTAL, - , - , - , - , 3 , - , - , 1 , 6 , 10 
Antioquia , Concordia,5209.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Concordia,5209.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Concordia,5209.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Concordia,5209.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Concordia,5209.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Concordia,5209.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Concordia,5209.0,TOTAL,, - , - , - , - , 3 , - , - , 1 , 6 , 10 
Antioquia , Copacabana,5212.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Copacabana,5212.0,Hombre,Mayores de Edad (>18 años), 3 , - , - , 1 , - , 3 , 2 , 5 , 3 , 17 
Antioquia , Copacabana,5212.0,HOMBRE,TOTAL, 3 , - , - , 1 , - , 3 , 2 , 5 , 3 , 17 
Antioquia , Copacabana,5212.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Copacabana,5212.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , 1 , - , - , - , 1 , 2 
Antioquia , Copacabana,5212.0,MUJER,TOTAL, - , - , - , - , 1 , - , - , - , 1 , 2 
Antioquia , Copacabana,5212.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Copacabana,5212.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Copacabana,5212.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Copacabana,5212.0,TOTAL,, 3 , - , - , 1 , 1 , 3 , 2 , 5 , 4 , 19 
Antioquia , Dabeiba,5234.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Dabeiba,5234.0,Hombre,Mayores de Edad (>18 años), 1 , - , - , 1 , 3 , - , 1 , 2 , 7 , 15 
Antioquia , Dabeiba,5234.0,HOMBRE,TOTAL, 1 , - , - , 1 , 3 , - , 1 , 2 , 7 , 15 
Antioquia , Dabeiba,5234.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Dabeiba,5234.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Dabeiba,5234.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Dabeiba,5234.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Dabeiba,5234.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Dabeiba,5234.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Dabeiba,5234.0,TOTAL,, 1 , - , - , 1 , 3 , - , 1 , 2 , 7 , 15 
Antioquia , Donmatías,5237.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Donmatías,5237.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , 1 , - , - , 1 , 2 
Antioquia , Donmatías,5237.0,HOMBRE,TOTAL, - , - , - , - , - , 1 , - , - , 1 , 2 
Antioquia , Donmatías,5237.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Donmatías,5237.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Donmatías,5237.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Donmatías,5237.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Donmatías,5237.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Donmatías,5237.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Donmatías,5237.0,TOTAL,, - , - , - , - , - , 1 , - , - , 1 , 2 
Antioquia , Ebéjico,5240.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Ebéjico,5240.0,Hombre,Mayores de Edad (>18 años), - , 1 , - , - , - , - , 2 , - , 2 , 5 
Antioquia , Ebéjico,5240.0,HOMBRE,TOTAL, - , 1 , - , - , - , - , 2 , - , 2 , 5 
Antioquia , Ebéjico,5240.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Ebéjico,5240.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Ebéjico,5240.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Ebéjico,5240.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Ebéjico,5240.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Ebéjico,5240.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Ebéjico,5240.0,TOTAL,, - , 1 , - , - , - , - , 2 , - , 3 , 6 
Antioquia , El Bagre,5250.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , El Bagre,5250.0,Hombre,Mayores de Edad (>18 años), 2 , - , 2 , - , 1 , 2 , - , - , 6 , 13 
Antioquia , El Bagre,5250.0,HOMBRE,TOTAL, 2 , - , 2 , - , 1 , 2 , - , - , 7 , 14 
Antioquia , El Bagre,5250.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , El Bagre,5250.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , El Bagre,5250.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , El Bagre,5250.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , El Bagre,5250.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , El Bagre,5250.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , El Bagre,5250.0,TOTAL,, 2 , - , 2 , - , 1 , 2 , - , - , 8 , 15 
Antioquia , El Carmen de Viboral,5148.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , El Carmen de Viboral,5148.0,Hombre,Mayores de Edad (>18 años), 2 , 1 , 2 , - , - , 2 , 3 , 6 , 5 , 21 
Antioquia , El Carmen de Viboral,5148.0,HOMBRE,TOTAL, 2 , 1 , 2 , - , - , 2 , 3 , 6 , 5 , 21 
Antioquia , El Carmen de Viboral,5148.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , El Carmen de Viboral,5148.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , - , - , 1 
Antioquia , El Carmen de Viboral,5148.0,MUJER,TOTAL, - , - , - , - , - , - , 1 , - , - , 1 
Antioquia , El Carmen de Viboral,5148.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , El Carmen de Viboral,5148.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , El Carmen de Viboral,5148.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , El Carmen de Viboral,5148.0,TOTAL,, 2 , 1 , 2 , - , - , 2 , 4 , 6 , 5 , 22 
Antioquia , El Santuario,5697.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , El Santuario,5697.0,Hombre,Mayores de Edad (>18 años), 2 , - , - , - , - , 1 , 2 , 1 , - , 6 
Antioquia , El Santuario,5697.0,HOMBRE,TOTAL, 2 , - , - , - , - , 1 , 2 , 1 , - , 6 
Antioquia , El Santuario,5697.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , El Santuario,5697.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , El Santuario,5697.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , El Santuario,5697.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , El Santuario,5697.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , El Santuario,5697.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , El Santuario,5697.0,TOTAL,, 2 , - , - , - , - , 1 , 2 , 1 , - , 6 
Antioquia , Envigado,5266.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Envigado,5266.0,Hombre,Mayores de Edad (>18 años), 2 , - , - , - , - , - , 1 , 1 , 1 , 5 
Antioquia , Envigado,5266.0,HOMBRE,TOTAL, 2 , - , - , - , - , - , 1 , 1 , 1 , 5 
Antioquia , Envigado,5266.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Envigado,5266.0,Mujer,Mayores de Edad (>18 años), - , - , - , 1 , - , - , - , - , 1 , 2 
Antioquia , Envigado,5266.0,MUJER,TOTAL, - , - , - , 1 , - , - , - , - , 1 , 2 
Antioquia , Envigado,5266.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Envigado,5266.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Envigado,5266.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Envigado,5266.0,TOTAL,, 2 , - , - , 1 , - , - , 1 , 1 , 2 , 7 
Antioquia , Fredonia,5282.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Fredonia,5282.0,Hombre,Mayores de Edad (>18 años), 1 , - , - , - , - , 1 , - , 2 , 1 , 5 
Antioquia , Fredonia,5282.0,HOMBRE,TOTAL, 1 , - , - , - , - , 1 , - , 2 , 2 , 6 
Antioquia , Fredonia,5282.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Fredonia,5282.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Fredonia,5282.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Fredonia,5282.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Fredonia,5282.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Fredonia,5282.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Fredonia,5282.0,TOTAL,, 1 , - , - , - , - , 1 , - , 2 , 3 , 7 
Antioquia , Frontino,5284.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Frontino,5284.0,Hombre,Mayores de Edad (>18 años), 1 , - , - , - , - , 1 , - , - , 4 , 6 
Antioquia , Frontino,5284.0,HOMBRE,TOTAL, 1 , - , - , - , - , 1 , - , - , 4 , 6 
Antioquia , Frontino,5284.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Frontino,5284.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Frontino,5284.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Antioquia , Frontino,5284.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Frontino,5284.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Frontino,5284.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Frontino,5284.0,TOTAL,, 1 , - , - , - , - , 1 , - , - , 5 , 7 
Antioquia , Giraldo,5306.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Giraldo,5306.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , 1 , - , - , - , - , 1 
Antioquia , Giraldo,5306.0,HOMBRE,TOTAL, - , - , - , - , 1 , - , - , - , - , 1 
Antioquia , Giraldo,5306.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Giraldo,5306.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Giraldo,5306.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Giraldo,5306.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Giraldo,5306.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Giraldo,5306.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Giraldo,5306.0,TOTAL,, - , - , - , - , 1 , - , - , - , - , 1 
Antioquia , Girardota,5308.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Girardota,5308.0,Hombre,Mayores de Edad (>18 años), 3 , - , - , - , - , - , 1 , 3 , 5 , 12 
Antioquia , Girardota,5308.0,HOMBRE,TOTAL, 3 , - , - , - , - , - , 1 , 3 , 5 , 12 
Antioquia , Girardota,5308.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Girardota,5308.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Girardota,5308.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Girardota,5308.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Girardota,5308.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Girardota,5308.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Girardota,5308.0,TOTAL,, 3 , - , - , - , - , - , 1 , 3 , 5 , 12 
Antioquia , Gómez Plata,5310.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Gómez Plata,5310.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , 2 , 1 , 3 
Antioquia , Gómez Plata,5310.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , 2 , 1 , 3 
Antioquia , Gómez Plata,5310.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Gómez Plata,5310.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Gómez Plata,5310.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Gómez Plata,5310.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Gómez Plata,5310.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Gómez Plata,5310.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Antioquia , Gómez Plata,5310.0,TOTAL,, - , - , - , - , - , - , - , 2 , 1 , 3 
Antioquia , Guadalupe,5315.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Guadalupe,5315.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , - , - , 1 
Antioquia , Guadalupe,5315.0,HOMBRE,TOTAL, - , - , - , - , - , - , 1 , - , - , 1 
Antioquia , Guadalupe,5315.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Antioquia , Guadalupe,5315.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
